text,user,created_at,timestamp,geo,lang
Ya juegan en #PremierLeague #Leicester-#Arsenal| #Liverpool-#AstonVilla| #ManUtd-#Sunderland| #Southampton-Swansea (Federico Fazio),PlayFutbolCom,2015-09-26 14:02:08,1443276128295,,es
@mraldana7279 @JMXFifa even though we beat Southampton?,tyetyemac,2015-09-26 14:02:11,1443276131638,,en
"COMIENZAN
#WestHam - #Norwich
#Southampton - #Swansea
#StokeCity - #Bournemouth 
#BPL http://t.co/3WXRMZgOQ4",FMundofutbol16,2015-09-26 14:02:13,1443276133400,,es
Crane Driver Required in Southampton http://t.co/IUjEOUUQeu Great Pay Rates #constructionjobs,CSCS_Jobs,2015-09-26 14:02:13,1443276133991,,en
"So far, lots of action with balls being kicked lazily out of bounds. #SOUSWA",DocRimbo,2015-09-26 14:02:14,1443276134412,,en
Kick-off: Southampton - Swansea City #SOUSWA #BPL http://t.co/ypkYk7ZAJd,SoccerScoreUK,2015-09-26 14:02:15,1443276135584,,en
"Southampton VS Swansea

Live Stream : http://t.co/zhykPCshnM

ftblsk6 #SaintsFC #Swans #WeMarchOn #Stoptober #SOUSWA #GlobalSwans",hasiberen12,2015-09-26 14:02:16,1443276136247,,en
Roll on Swansea #awaydays #shifaced #COYS,TheBoySeggy,2015-09-26 14:02:18,1443276138729,,en
"Southampton VS Swansea

Live Stream : http://t.co/s8vAia7iQW

ftblsk6 #SaintsFC #Swans #WeMarchOn #Stoptober #SOUSWA #GlobalSwans",GulinBabacan,2015-09-26 14:02:27,1443276147717,,en
La llegada de @JeffMONTERO23 al estadio #Swansea #Southampton  https://t.co/Y3uxrnteBY,RicardoMene33,2015-09-26 14:02:27,1443276147644,,es
"Southampton VS Swansea

Live Stream : http://t.co/UmsOVe6uWX

ftblsk6 #SaintsFC #Swans #WeMarchOn #Stoptober #SOUSWA #GlobalSwans",turkeinfo,2015-09-26 14:02:34,1443276154177,,en
"Southampton VS Swansea

Live Stream : http://t.co/ZQ17BRfXh3

ftblsk6 #SaintsFC #Swans #WeMarchOn #Stoptober #SOUSWA #GlobalSwans",Canli_Maclar,2015-09-26 14:02:40,1443276160132,,en
"Southampton VS Swansea

Live Stream : http://t.co/ezMwlxMrqf

ftblsk6 #SaintsFC #Swans #WeMarchOn #Stoptober #SOUSWA #GlobalSwans",MeryemHalc2,2015-09-26 14:02:41,1443276161372,,en
"Cassandra House @thecasshouse &amp; Mick Hargreaves alternate sets 1-5pm today, Village Hall #Southampton #Septemberfest http://t.co/PZSNUpKfBD",mickhargreaves,2015-09-26 14:02:43,1443276163969,,en
